origins,destinations,path,free_flow_time
36,79,-100468681#0 100468681#0 100468681#1 100468681#2 -101600741#4 101601553#0 101601553#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 42762428#1 1164653913 463830226#0 71324343#0 -416375814 -679068326#2 -679068326#1 -679068326#0 -1006827381 101417074,3.5228556649441636
36,79,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 100468681#5 100468681#6 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 42762428#1 1164653913 463830226#0 463830226#1 -679068326#3 -679068326#2 -679068326#1 -679068326#0 -1006827381 101417074,3.0789445223733845
37,27,-101600741#2 -101600741#1 101600741#1 101600741#2 101600741#3 101600741#4 100468681#3 100468681#4 101607105 -101607101 101607107 101607098#1 101607098#2 372606529#0 372606529#1 101594836#0 101594836#1 101594812#3 101594812#0 101594843 101594815#0 -659283000#5 -659283000#3,2.374393400268674
37,27,-101600741#2 -101600741#1 101600741#1 101600741#2 101600741#3 101600741#4 100468681#3 100468681#4 101607105 101607099 101607107 101607098#1 101607098#2 372606529#0 372606529#1 101594836#0 101594836#1 101594812#3 101594812#0 101594843 101594815#0 -659283000#5 -659283000#3,2.3735730721374217
37,27,-101600741#2 -101600741#1 101600741#1 101600741#2 101600741#3 101600741#4 100468681#3 100468681#4 101607105 -101607101 101607107 101607098#1 101607098#2 372606529#0 372606529#1 372606529#2 -372606529#2 101594836#0 101594836#1 101594812#3 101594812#0 101594843 101594815#0 -659283000#5 -659283000#3,2.6224926399645527
37,64,-101600741#2 -101600741#1 -101601563 101601563 101600741#1 101600741#2 101600741#3 101601553#0 101601553#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419247 -1323419247 1323419246 184568063 76867740 1323419243 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -173532317#0 47374679#0 101754278#0 101754278#1 -101752975#2,4.993254148311593
37,64,-101600741#2 -101600741#1 101600741#1 101600741#2 101600741#3 101601553#0 101601553#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 -16648700 16648700 1323419243 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -173532317#0 47374679#0 101754278#0 101754278#1 -101752975#2,5.260320975042284
37,64,-101600741#2 -101600741#1 101600741#1 101600741#2 101600741#3 101601553#0 101601553#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -101765339#6 416382004 336860320 101752975#1 101752975#2 -101752975#2,5.125829078931789
38,29,-101608828 101608828 -101607966#0 101607969#1 100468681#4 100468681#5 100468681#6 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 619184994 -619184994,1.3918651693938913
38,29,-101608828 101609498#3 -101609498#3 101608828 -101607966#0 101607969#1 100468681#4 100468681#5 100468681#6 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 619184994 -619184994,1.9531296751962122
38,29,-101608828 101608828 -101607966#0 101607969#1 100468681#4 100468681#5 100468681#6 100525438#0 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 619184994 -619184994,1.7526494831193815
39,29,-101594843 101594812#1 101594812#2 101594812#3 101594812#0 101594843 101594815#0 -659283000#5 -659283000#3 -659283000#2 -659283000#1 -659283000#0 -282479127#2 1164653914 -619184994,1.024996794974289
39,29,-101594843 101594812#1 101594812#2 101594812#3 101594812#0 101594843 101594815#0 -659283000#5 -659283000#3 -659283000#2 -659283000#1 -659283000#0 -282479127#2 -1197063689 1197063689 1164653914 -619184994,1.0257971151023404
39,29,-101594843 101594812#1 101594812#2 101594812#3 101594812#0 101594843 101594815#0 659283000#6 -659283000#6 -659283000#5 -659283000#3 -659283000#2 -659283000#1 -659283000#0 -282479127#2 1164653914 -619184994,1.0261487028216614
40,18,-101787489 101787489 -120511144#0 -283490977#1 -283490977#0 -1323419243,0.8902207391235832
40,18,-101787489 101787489 120511144#1 -120511144#1 -120511144#0 -283490977#1 -283490977#0 -1323419243,1.042680542339326
40,18,-101787489 101787489 -101752970#2 101752970#2 -120511144#0 -283490977#1 -283490977#0 -1323419243,1.3962031320807662
40,75,-101787489 101787489 -120511144#0 -283490977#1 -283490977#0 -1323419243 -16648700 42762427 659281081#0 659281081#1 526438862#0,1.56517071911558
40,75,-101787489 101787489 -120511144#0 -283490977#1 47374680#0 47374680#1 47374680#2 47374680#3 47374665#0 47374666 659281081#0 659281081#1 526438862#0,2.6572168910346328
40,75,-101787489 101787489 -120511144#0 -283490977#1 -283490977#0 120511145 47374680#0 47374680#1 47374680#2 47374680#3 47374665#0 47374666 659281081#0 659281081#1 526438862#0,2.928983149733937
41,15,-1323419243 1323419243 120511145 47374680#0 101749458#0 101749458#1 -101749449#1 101746514 -101746498#2,0.9330349418385064
41,15,-1323419243 1323419243 120511145 47374680#0 47374680#1 101415865#0 -101749449#1 101746514 -101746498#2,1.7164195411786025
41,15,-1323419243 1323419243 120511145 47374680#0 47374680#1 101415865#0 -101749458#1 101749458#1 -101749449#1 101746514 -101746498#2,1.8167075181404457
41,30,-1323419243 1323419243 120511145 283490977#1 120511144#0 -101787489,0.5065203763290773
41,30,-1323419243 -16648700 16648700 1323419243 -162276533#2 162276533#2 120511145 283490977#1 120511144#0 -101787489,1.9946469588555367
41,30,-1323419243 1323419243 -162276533#2 162276533#2 120511145 283490977#1 120511144#0 -101787489,1.3079122649779855
41,51,-1323419243 -16648700 42762427 659281081#0 659281081#1 526438862#0 526438862#1 526438862#2 1200809292 868087112,0.9490796318527414
41,51,-1323419243 -16648700 42762427 659281081#0 659281081#1 526438862#0 526438862#1 526438862#2 101418589 -101418589 1200809292 868087112,0.9646671618287604
41,51,-1323419243 -16648700 42762427 659281081#0 659281081#1 100525445 -100525445 526438862#0 526438862#1 526438862#2 1200809292 868087112,1.2597639055622252
41,71,-1323419243 1323419243 -162276533#2 -162276533#1 -162276533#0 -1323419242#1,0.5281666446276135
41,71,-1323419243 1323419243 120511145 -283490977#0 -162276533#2 -162276533#1 -162276533#0 -1323419242#1,0.7999329033269176
41,71,-1323419243 -16648700 16648700 1323419243 -162276533#2 -162276533#1 -162276533#0 -1323419242#1,1.2149013385051648
42,5,-101601559 101601559 659278036#3 101600741#0 101600741#1 101600741#2 101600741#3 101600741#4 -100468681#2 -100468681#1 -100468681#0,1.690805350217841
42,5,-101601559 101601559 659278036#3 101600741#0 -101601563 101601563 101600741#1 101600741#2 101600741#3 101600741#4 -100468681#2 -100468681#1 -100468681#0,1.875199107720842
42,5,-101601559 101601559 659278036#3 101600741#0 101600741#1 101600741#2 101600741#3 101601553#0 -101601553#0 101600741#4 -100468681#2 -100468681#1 -100468681#0,1.8387445258881092
42,31,-101601559 101601559 659278036#3 101600741#0 101600741#1 101600741#2 101600741#3 101601553#0 101601553#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 42762428#1 1164653913 463830226#0 463830226#1 101411570 282689981#1 -120511301 101411571#0 -47374680#8 -47374680#7 -47374680#6 101746498#0 -101746516#3 -101746516#2 -101746516#1 -101746516#0,4.417815261453754
42,31,-101601559 101601559 659278036#3 101600741#0 101600741#1 101600741#2 101600741#3 101601553#0 101601553#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 42762428#1 1164653913 463830226#0 463830226#1 101411570 282689981#1 -120511301 101411571#0 -47374680#8 -47374680#7 -47374680#6 101746498#0 101746498#1 -101746508#1 -101746504 -101746516#0,4.555451496653377
42,31,-101601559 101601559 659278036#3 -100468675#3 100468675#3 101600741#0 101600741#1 101600741#2 101600741#3 101601553#0 101601553#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 42762428#1 1164653913 463830226#0 463830226#1 101411570 282689981#1 -120511301 101411571#0 -47374680#8 -47374680#7 -47374680#6 101746498#0 101746498#1 -101746508#1 -101746504 -101746516#0,5.271377867201596
43,9,120511930 42762428#1 42762428#4 1197063689 282479127#0 101611060 -372606529#7 -372606529#6 -372606529#5 -372606529#4,0.9714085634253701
43,9,120511930 42762428#1 42762428#4 1197063689 1164653914 1164659927#1 1164659928 -372606529#8 -372606529#7 -372606529#6 -372606529#5 -372606529#4,0.838875550220088
43,9,120511930 42762428#1 42762428#4 1197063689 282479127#0 101611060 372606529#8 -372606529#8 -372606529#7 -372606529#6 -372606529#5 -372606529#4,1.2728491396558625
44,33,659283000#1 659283000#2 659283000#3 -659283000#3 -659283000#2 -659283000#1 -659283000#0 101611060 372606529#8 1164659929 120512822 -133906979 -133906980 -282479126 -100468681#8 -100468681#7 100525438#0,1.3869438055999934
44,33,659283000#1 659283000#2 659283000#3 -659283000#3 -659283000#2 -659283000#1 -659283000#0 -282479127#2 1164653914 1164659927#1 1164659926 120512822 -133906979 -133906980 -282479126 -100468681#8 -100468681#7 100525438#0,1.2970678552198416
44,33,659283000#1 659283000#2 659283000#3 -659283000#3 -659283000#2 -659283000#1 -659283000#0 -282479127#2 282479127#0 101611060 372606529#8 1164659929 120512822 -133906979 -133906980 -282479126 -100468681#8 -100468681#7 100525438#0,1.7423659744675404
45,5,526439431#0 526439431#1 623959719 619185406 619184994 1164659927#1 1164659926 120512822 -133906979 -133906980 -282479126 -100468681#8 -100468681#7 100525438#0 -101601553#1 -101601553#0 101600741#4 -100468681#2 -100468681#1 -100468681#0,2.702086968696765
45,5,526439431#0 526439431#1 623959719 619185406 619184994 1164659927#1 1164659926 120512822 -133906979 -133906980 -282479126 -100468681#8 -100468681#7 -100468681#6 -100468681#5 -100468681#4 -100468681#3 -100468681#2 -100468681#1 -100468681#0,2.21543438109585
45,5,526439431#0 526439431#1 623959719 619185406 619184994 1164659927#1 1164659928 1164659929 120512822 -133906979 -133906980 -282479126 -100468681#8 -100468681#7 -100468681#6 -100468681#5 -100468681#4 -100468681#3 -100468681#2 -100468681#1 -100468681#0,2.2267589109077752
45,12,526439431#0 526439431#1 623959719 -282689984#1 -282689984#0 -134065887 100475363 282479151#1 100475362 -659278038#3 659278038#3 100475365#0 100475365#1,1.094452006864661
45,12,526439431#0 526439431#1 42762429 -120511142#2 75421017 -282689984#1 -282689984#0 -134065887 100475363 282479151#1 100475362 -659278038#3 659278038#3 100475365#0 100475365#1,1.5039358003820682
45,12,526439431#0 526439431#1 697042776#0 -697042776#1 623959719 -282689984#1 -282689984#0 -134065887 100475363 282479151#1 100475362 -659278038#3 659278038#3 100475365#0 100475365#1,1.1033555682892309
45,73,526439431#0 526439431#1 42762429 1323419246 184568063 76867740 1323419243 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -173532317#0 47374679#0 101754278#0 101754278#1,2.591586757093046
45,73,526439431#0 526439431#1 42762429 1323419246 184568063 76867740 1323419243 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -173532317#0 47374679#0 47374679#1 101754282#1 101754278#1,2.593938568948097
45,73,526439431#0 526439431#1 42762429 1323419246 -100525445 100525445 184568063 1323419245 16648700 1323419243 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -173532317#0 47374679#0 101754278#0 101754278#1,2.869077753491605
46,29,-71324343#4 -463830227 416376585#0 416376585#1 -1164659923 -659283000#0 -282479127#2 1164653914 -619184994,0.6442007328489351
46,29,-71324343#4 -463830227 416376585#0 416376585#1 -1164659923 -659283000#0 -282479127#2 -1197063689 1197063689 1164653914 -619184994,0.6450010529769864
46,29,-71324343#4 71324343#4 101416508#0 -101416509 71324343#3 -463830227 416376585#0 416376585#1 -1164659923 -659283000#0 -282479127#2 1164653914 -619184994,0.9049761589300946
47,12,-101607098#1 101607098#1 101607098#2 -101607965 101607964#1 101607969#0 101607969#1 -100468681#3 -101600741#4 101601553#0 101601553#1 100525438#1 100525438#2 659278038#0 659278038#1 659278038#2 659278038#3 100475365#0 100475365#1,2.4392063953011016
47,12,-101607098#1 101607098#1 101607098#2 -101607965 101607964#1 101607969#0 101607969#1 100468681#4 100468681#5 100468681#6 100525438#0 100525438#1 100525438#2 659278038#0 659278038#1 659278038#2 659278038#3 100475365#0 100475365#1,2.1894483351295877
47,12,-101607098#1 101607098#1 101607098#2 -101607965 101607964#1 101607969#0 101607969#1 100468681#4 100468681#5 100468681#6 100525438#0 100525438#1 100525438#2 659278038#0 659278038#1 101604503 -101604503 659278038#2 659278038#3 100475365#0 100475365#1,2.234540727738179
48,12,101611600 372606529#6 372606529#7 372606529#8 1164659929 120512822 -133906979 -133906980 -282479126 -100468681#8 -100468681#7 100525438#0 100525438#1 100525438#2 659278038#0 659278038#1 659278038#2 659278038#3 100475365#0 100475365#1,1.879089562390831
48,12,101611600 372606529#6 372606529#7 372606529#8 1164659929 120512822 -133906979 -133906980 -282479126 -100468681#8 -100468681#7 100525438#0 100525438#1 100525438#2 -100525438#2 -100525438#1 -101601553#1 101601553#1 -100525438#0 100468681#7 100468681#8 120511932#0 120511932#1 120511932#2 -101604499 100475363 282479151#1 100475362 -659278038#3 659278038#3 100475365#0 100475365#1,4.014188396740986
48,12,101611600 372606529#6 372606529#7 372606529#8 1164659929 120512822 -133906979 -133906980 -282479126 -100468681#8 -100468681#7 100525438#0 100525438#1 -100525438#1 -100525438#0 100468681#7 100468681#8 120511932#0 120511932#1 120511932#2 -101604499 100475363 282479151#1 100475362 -659278038#3 659278038#3 100475365#0 100475365#1,3.076293238677761
48,34,101611600 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 -100525445 526438862#0 526438862#1 526438862#2 101418589 -1200809291,2.1074787649779263
48,34,101611600 372606529#6 -101611066 101611066 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 -100525445 526438862#0 526438862#1 526438862#2 101418589 -1200809291,2.2535571963504757
48,34,101611600 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 -120511142#2 120511142#2 1323419246 -100525445 526438862#0 526438862#1 526438862#2 101418589 -1200809291,2.2242454716605997
49,5,526438862#0 526438862#1 526438862#2 1200809292 868087112 526439431#0 526439431#1 623959719 619185406 619184994 1164659927#1 1164659926 120512822 -133906979 -133906980 -282479126 -100468681#8 -100468681#7 -100468681#6 -100468681#5 -100468681#4 -100468681#3 -100468681#2 -100468681#1 -100468681#0,2.4899641930206204
49,5,526438862#0 526438862#1 526438862#2 1200809292 868087112 526439431#0 526439431#1 623959719 619185406 619184994 1164659927#1 1164659926 120512822 -133906979 -133906980 -282479126 -100468681#8 -100468681#7 100525438#0 -101601553#1 -101601553#0 101600741#4 -100468681#2 -100468681#1 -100468681#0,2.976616780621535
49,5,526438862#0 526438862#1 526438862#2 1200809292 868087112 526439431#0 526439431#1 623959719 619185406 619184994 1164659927#1 1164659928 1164659929 120512822 -133906979 -133906980 -282479126 -100468681#8 -100468681#7 100525438#0 -101601553#1 -101601553#0 101600741#4 -100468681#2 -100468681#1 -100468681#0,2.9879413104334596
49,76,526438862#0 526438862#1 526438862#2 1200809292 868087112 526439431#0 526439431#1 42762429 1323419246 -416373452 -101418584#4 -101418584#3 -101418584#2 -101418592 100488715#4 120829754,1.405495445118292
49,76,526438862#0 526438862#1 526438862#2 1200809292 868087112 526439431#0 526439431#1 42762429 1323419247 -1323419247 1323419246 -416373452 -101418584#4 -101418584#3 -101418584#2 -101418592 100488715#4 120829754,1.6407695547621497
49,76,526438862#0 526438862#1 526438862#2 1200809292 868087112 526439431#0 526439431#1 42762429 1323419246 -416373452 101418587 -101418587 -101418584#4 -101418584#3 -101418584#2 -101418592 100488715#4 120829754,1.4509238108490334
50,38,101417074 -71324343#7 -71324343#6 -71324343#5 -71324343#4 -71324343#3 -71324343#2 -71324343#1 -71324343#0 463830226#1,0.8354080869208734
50,38,101417074 -71324343#7 -71324343#6 -71324343#5 101416508#0 -101416509 -71324343#2 -71324343#1 -71324343#0 463830226#1,0.8945228487363268
50,38,101417074 -71324343#7 -71324343#6 -71324343#5 101416508#0 101416508#1 -101416507 -101415864#0 -71324343#1 -71324343#0 463830226#1,0.9846470193548981
51,11,71324343#3 -71324343#3 -71324343#2 -71324343#1 -416375814 679068326#3 101411570 282689981#1 -120511301 120509990 71324347#0 71324347#1 71324347#2 71324347#3 101418583 526438862#2,2.448274833212286
51,11,71324343#3 -71324343#3 -71324343#2 -71324343#1 -71324343#0 463830226#1 101411570 282689981#1 -120511301 120509990 71324347#0 71324347#1 71324347#2 71324347#3 101418583 526438862#2,2.4276619516305677
51,11,71324343#3 -71324343#3 -71324343#2 -71324343#1 -71324343#0 71324343#0 -416375814 679068326#3 101411570 282689981#1 352797377 -352797377 -120511301 120509990 71324347#0 71324347#1 71324347#2 71324347#3 101418583 526438862#2,4.899095161343537
52,15,-101411571#0 101411571#0 -47374680#8 -47374680#7 -47374680#6 101746498#0 101746498#1 101746498#2 -101746498#2,1.1445575926554927
52,15,-101411571#0 101411571#0 -47374680#8 -101749451 101749451 -47374680#7 -47374680#6 101746498#0 101746498#1 101746498#2 -101746498#2,1.6735291812909472
52,15,-101411571#0 101411571#0 -47374680#8 -47374680#7 -47374680#6 101746498#0 101746498#1 -101746508#1 101746508#1 101746498#2 -101746498#2,1.3403339305484614
52,23,-101411571#0 120509990 120509991 282689983#0 101418595 526439431#1 42762429 1323419246 184568063 76867740 1323419243 -162276533#2 -162276533#1 -162276533#0 -1323419242#1 -1323419242#0 -162276528 162276631 416409191#0 -416409191#0,3.346096759104676
52,23,-101411571#0 120509990 120509991 282689983#0 101418595 526439431#1 42762429 1323419246 184568063 1323419245 16648700 1323419243 -162276533#2 -162276533#1 -162276533#0 -1323419242#1 -1323419242#0 -162276528 162276631 416409191#0 -416409191#0,3.312903481793752
52,23,-101411571#0 120509990 71324347#0 71324347#1 71324347#2 71324347#3 71324347#4 71324347#5 47374666 -42762427 16648700 1323419243 -162276533#2 -162276533#1 -162276533#0 -1323419242#1 -1323419242#0 -162276528 162276631 416409191#0 -416409191#0,2.9171349074673874
53,12,-101749462 101749462 282689981#1 -120511301 120509990 120509991 282689983#0 101418595 526439431#1 623959719 -282689984#1 -282689984#0 -134065887 100475363 282479151#1 100475362 -659278038#3 659278038#3 100475365#0 100475365#1,2.473121602852804
53,12,-101749462 101749462 282689981#1 -120511301 101411571#0 -101411571#0 120509990 120509991 282689983#0 101418595 526439431#1 623959719 -282689984#1 -282689984#0 -134065887 100475363 282479151#1 100475362 -659278038#3 659278038#3 100475365#0 100475365#1,2.473601564455876
53,12,-101749462 101749462 282689981#1 -120511301 120509990 120509991 282689983#0 101418595 526439431#1 623959719 -282689984#1 -282689984#0 -134065887 100475363 282479151#1 100475362 -659278038#3 -659278038#2 659278038#2 659278038#3 100475365#0 100475365#1,2.652873503613108
54,23,-42762428#3 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 -162276533#2 -162276533#1 -162276533#0 -1323419242#1 -1323419242#0 -162276528 162276631 416409191#0 -416409191#0,3.1456599249037533
54,23,-42762428#3 -42762428#0 -697042776#1 42762429 1323419246 184568063 1323419245 16648700 1323419243 -162276533#2 -162276533#1 -162276533#0 -1323419242#1 -1323419242#0 -162276528 162276631 416409191#0 -416409191#0,3.1124666475928287
54,23,-42762428#3 -42762428#0 -697042776#1 42762429 -120511142#2 120511142#2 1323419246 184568063 76867740 1323419243 -162276533#2 -162276533#1 -162276533#0 -1323419242#1 -1323419242#0 -162276528 162276631 416409191#0 -416409191#0,3.2624266315864263
54,39,-42762428#3 42762428#1 1164653913 463830226#0 463830226#1 101411570 282689981#1 -120511301 101411571#0 -47374680#8 -47374680#7 -47374680#6 -47374680#5 47374664 -47374664,2.5462395037208543
54,39,-42762428#3 42762428#1 42762428#4 71324344 463830226#0 463830226#1 101411570 282689981#1 -120511301 101411571#0 -47374680#8 -47374680#7 -47374680#6 -47374680#5 47374664 -47374664,2.554798737349511
54,39,-42762428#3 42762428#1 1164653913 463830226#0 463830226#1 -679068326#3 679068326#3 101411570 -101749462 101749462 282689981#1 -120511301 101411571#0 -47374680#8 -47374680#7 -47374680#6 -47374680#5 47374664 -47374664,3.611865754221055
55,40,71324347#5 -47374665#1 47374680#4 47374680#5 47374680#6 47374680#7 47374680#8 -101411571#0 120511301 352797377 -282689986 -224715833 -224715836 -101749453 -1006827381 101417074 71324343#8 71324343#9 71324343#11 659283000#7 659283000#8 659283000#9 659283000#11 1047412915 1047412911 1047412914 1047412913 -1047412913,4.288739592386929
55,40,71324347#5 -47374665#1 47374680#4 47374680#5 47374680#6 47374680#7 47374680#8 -101411571#0 120511301 -282689981#1 -282689981#0 -679068326#3 -679068326#2 -679068326#1 -679068326#0 -1006827381 101417074 71324343#8 71324343#9 71324343#11 659283000#7 659283000#8 659283000#9 659283000#11 1047412915 1047412911 1047412914 1047412913 -1047412913,3.5300683773206285
55,40,71324347#5 -47374665#1 47374680#4 47374680#5 47374680#6 47374680#7 47374680#8 -47374680#8 -101749451 101749451 -47374680#7 -47374680#6 -47374680#5 47374664 -47374664 -47374680#4 47374665#0 47374666 659281081#0 659281081#1 526438862#0 526438862#1 526438862#2 1200809292 868087112 526439431#0 526439431#1 687927789#0 416428068 697042776#2 42762428#1 42762428#4 1197063689 282479127#0 659283000#0 659283000#1 659283000#2 659283000#3 659283000#4 659283000#6 659283000#7 659283000#8 659283000#9 659283000#11 1047412915 1047412911 1047412914 1047412913 -1047412913,6.785815234697451
55,44,71324347#5 47374666 659281081#0 659281081#1 526438862#0 526438862#1 526438862#2 1200809292 868087112 526439431#0 526439431#1 687927789#0 416428068,1.25543435850963
55,44,71324347#5 47374666 659281081#0 659281081#1 526438862#0 526438862#1 526438862#2 1200809292 868087112 526439431#0 526439431#1 697042776#0 -697042776#1 687927789#0 416428068,1.2643379199341997
55,44,71324347#5 -47374665#1 47374680#4 47374680#5 47374680#6 47374680#7 47374680#8 -101411571#0 120509990 120509991 282689983#0 282689983#1 71324342 416428068,1.8723573591480607
56,34,101611060 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 -100525445 526438862#0 526438862#1 526438862#2 101418589 -1200809291,2.26107507751302
56,34,101611060 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 -416373452 416373452 -100525445 526438862#0 526438862#1 526438862#2 101418589 -1200809291,2.3987520633541526
56,34,101611060 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 -120511142#2 120511142#2 1323419246 -100525445 526438862#0 526438862#1 526438862#2 101418589 -1200809291,2.377841784195693
57,41,-101415865#0 -47374680#1 -47374680#0 -283490977#0 -162276533#2 100488715#0 100488715#1 100488715#2 100488715#3 100488715#4 100488715#5 100488715#6 100488715#7 100488714 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 -100525438#2,3.5228234130225173
57,41,-101415865#0 -47374680#1 -47374680#0 -283490977#0 -162276533#2 100488715#0 100488715#1 100488715#2 100488715#3 100488715#4 100488715#5 101605219 100488715#7 100488714 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 -100525438#2,3.614745984787004
57,41,-101415865#0 -47374680#1 -47374680#0 283490977#1 -283490977#1 -283490977#0 -162276533#2 100488715#0 100488715#1 100488715#2 100488715#3 100488715#4 100488715#5 100488715#6 100488715#7 100488714 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 -100525438#2,3.7903660096147904
58,42,-100525438#2 -100525438#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 47374680#0 101749458#0 101749458#1 -101415865#0,3.2172161593218997
58,42,-100525438#2 -100525438#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 47374680#0 47374680#1 101415865#0 -101415865#0,4.000600758661996
58,42,-100525438#2 -100525438#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419247 -1323419247 1323419246 184568063 76867740 1323419243 120511145 47374680#0 101749458#0 101749458#1 -101415865#0,3.452490268965757
59,5,-101418584#1 -101418584#0 101418584#0 101418584#1 -101418592 100488715#4 100488715#5 101605219 100488715#7 100488714 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 -100525438#2 -100525438#1 -101601553#1 -101601553#0 101600741#4 -100468681#2 -100468681#1 -100468681#0,4.414944898045611
59,5,-101418584#1 -101418584#0 101418584#0 101418584#1 -101418592 100488715#4 100488715#5 100488715#6 100488715#7 100488714 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 -100525438#2 -100525438#1 -101601553#1 -101601553#0 101600741#4 -100468681#2 -100468681#1 -100468681#0,4.323022326281125
59,5,-101418584#1 -101418584#0 101418584#0 101418584#1 -101418592 100488715#4 100488715#5 101605219 100488715#7 -100488715#7 -100488715#6 100488715#6 -101605219 -100488715#5 120829754 -120829754 -100488715#4 101418592 101418584#2 101418584#3 101418584#4 101418587 464265154 120511142#1 75421017 619185406 619184994 1164659927#1 1164659926 120512822 -133906979 -133906980 -282479126 -100468681#8 -100468681#7 100525438#0 -101601553#1 -101601553#0 101600741#4 -100468681#2 -100468681#1 -100468681#0,8.691021095055898
60,9,71223791#0 416376586 71324343#0 71324343#1 71324343#2 71324343#3 -463830227 416376585#0 416376585#1 -1164659923 -659283000#0 101611060 -372606529#7 -372606529#6 -372606529#5 -372606529#4,1.3717894789305212
60,9,71223791#0 71223791#1 -679068326#3 416375814 71324343#1 71324343#2 71324343#3 -463830227 416376585#0 416376585#1 -1164659923 -659283000#0 101611060 -372606529#7 -372606529#6 -372606529#5 -372606529#4,1.693865235078913
60,9,71223791#0 416376586 71324343#0 71324343#1 71324343#2 71324343#3 -463830227 416376585#0 416376585#1 -1164659923 -659283000#0 101611060 -372606529#7 -372606529#6 -101611600 101611600 -372606529#5 -372606529#4,1.5500232202312172
61,44,-71223800#7 -71223800#6 71223800#6 71223800#7 1006827381 101749453 224715836 224715833 282689986 -352797377 -120511301 120509990 120509991 282689983#0 282689983#1 71324342 416428068,2.691744053024144
61,44,-71223800#7 -71223800#6 71223800#6 71223800#7 1006827381 101749453 224715836 224715833 282689986 -352797377 -120511301 120509990 120509991 282689983#0 101418595 526439431#1 687927789#0 416428068,2.9441199637916187
61,44,-71223800#7 -71223800#6 71223800#6 71223800#7 1006827381 679068326#0 679068326#1 679068326#2 679068326#3 101411570 282689981#1 -120511301 120509990 120509991 282689983#0 282689983#1 71324342 416428068,1.9388744674649383
62,5,120509991 282689983#0 101418595 526439431#1 623959719 619185406 619184994 1164659927#1 1164659926 120512822 -133906979 -133906980 -282479126 -100468681#8 -100468681#7 -100468681#6 -100468681#5 -100468681#4 -100468681#3 -100468681#2 -100468681#1 -100468681#0,2.3590428107888215
